"煩";2081;13;"常用漢字 (jōyō kanji)";"火(灬)";"ハン, ボン ";"わずら.う, わずら.わす, うるさ.がる, うるさ.い ";"null";"anxiety, trouble, worry, pain, ill, annoy, nuisance, irksome";1481;"han, bon ";"wazura.u, wazura.wasu, urusa.garu, urusa.i "
"煮";1565;12;"常用漢字 (jōyō kanji)";"火(灬)";"シャ ";"に.る, -に, に.える, に.やす ";"null";"boil, cook";1482;"sha ";"ni.ru, -ni, ni.eru, ni.yasu "
"熊";1105;14;"常用漢字 (jōyō kanji)";"火(灬)";"ユウ ";"くま ";"null";"bear";1483;"yuu ";"kuma "
"熟";1415;15;"教育漢字 (kyōiku kanji)";"火(灬)";"ジュク ";"う.れる ";"null";"mellow, ripen, mature, acquire skill";1484;"juku ";"u.reru "
"熱";700;15;"教育漢字 (kyōiku kanji)";"火(灬)";"ネツ ";"あつ.い ";"あた ";"heat, temperature, fever, mania, passion";1485;"netsu ";"atsu.i "
"燃";948;16;"教育漢字 (kyōiku kanji)";"火(灬)";"ネン ";"も.える, も.やす, も.す ";"null";"burn, blaze, glow";1486;"nen ";"mo.eru, mo.yasu, mo.su "
"燈";2456;16;"人名用漢字 (jinmeiyō kanji)";"火(灬)";"トウ ";"ひ, ほ-, ともしび, とも.す, あかり ";"null";"lamp, light, counter for lights";1487;"tou ";"hi, ho-, tomoshibi, tomo.su, akari "
"燕";2147;16;"人名用漢字 (jinmeiyō kanji)";"火(灬)";"エン ";"つばめ, つばくら, つばくろ ";"null";"swallow (bird)";1488;"en ";"tsubame, tsubakura, tsubakuro "
"燥";1819;17;"常用漢字 (jōyō kanji)";"火(灬)";"ソウ ";"はしゃ.ぐ ";"null";"parch, dry up";1489;"sou ";"hasha.gu "
"爆";735;19;"常用漢字 (jōyō kanji)";"火(灬)";"バク ";"は.ぜる ";"null";"bomb, burst open, pop, split";1490;"baku ";"ha.zeru "
"爪";2025;4;"常用漢字 (jōyō kanji)";"爪(爫)";"ソウ ";"つめ, つま- ";"null";"claw, nail, talon";1491;"sou ";"tsume, tsuma- "
"爫";9999;4;"表外漢字 (hyōgai kanji)";"爪(爫)";"null";"null";"null";"claw radical (no. 87)";1492;"null";"null"
"爭";9999;8;"人名用漢字 (jinmeiyō kanji)";"爪(爫)";"ソウ ";"あらそ.う, いか.でか ";"null";"to dispute, fight, contend, strive";1493;"sou ";"araso.u, ika.deka "
"爰";9999;9;"表外漢字 (hyōgai kanji)";"爪(爫)";"エン ";"ここ.に ";"null";"lead on to, therefore, then";1494;"en ";"koko.ni "
"父";646;4;"教育漢字 (kyōiku kanji)";"父";"フ ";"ちち ";"null";"father";1495;"fu ";"chichi "
"爽";2333;11;"常用漢字 (jōyō kanji)";"丿";"ソウ ";"あき.らか, さわ.やか, たがう ";"null";"refreshing, bracing, resonant, sweet, clear";1496;"sou ";"aki.raka, sawa.yaka, tagau "
"爿";9999;4;"表外漢字 (hyōgai kanji)";"爿(丬)";"ショウ, ソウ ";"null";"null";"left-side kata radical (no. 91)";1497;"shou, sou ";"null"
"片";1076;4;"教育漢字 (kyōiku kanji)";"片";"ヘン ";"かた-, かた ";"null";"one-sided, leaf, sheet, right-side kata radical (no. 91)";1498;"hen ";"kata-, kata "
"版";802;8;"教育漢字 (kyōiku kanji)";"片";"ハン ";"null";"null";"printing block, printing plate, edition, impression, label";1499;"han ";"null"
"牌";2247;12;"表外漢字 (hyōgai kanji)";"片";"ハイ ";"ぱい, ふだ ";"null";"label, signboard, medal, mahjong tiles";1500;"hai ";"pai, fuda "
"牙";2067;5;"常用漢字 (jōyō kanji)";"牙";"ガ, ゲ ";"きば, は ";"null";"tusk, fang, tusk radical (no. 92)";1501;"ga, ge ";"kiba, ha "
"牛";1202;4;"教育漢字 (kyōiku kanji)";"牛(牜,⺧)";"ギュウ ";"うし ";"うじ, ご ";"cow";1502;"gyuu ";"ushi "
"牝";2300;6;"表外漢字 (hyōgai kanji)";"牛(牜,⺧)";"ヒン ";"めす, め-, めん ";"null";"female";1503;"hin ";"mesu, me-, men "
"牟";2092;6;"人名用漢字 (jinmeiyō kanji)";"厶";"ボウ, ム ";"null";"null";"pupil (eye), moo (cow sound)";1504;"bou, mu ";"null"
"牡";2155;7;"人名用漢字 (jinmeiyō kanji)";"牛(牜,⺧)";"ボ, ボウ ";"おす, お-, おん- ";"null";"male";1505;"bo, bou ";"osu, o-, on- "
"牢";2472;7;"表外漢字 (hyōgai kanji)";"宀";"ロウ ";"かた.い, ひとや ";"null";"prison, jail, hardness";1506;"rou ";"kata.i, hitoya "
"牧";1360;8;"教育漢字 (kyōiku kanji)";"牛(牜,⺧)";"ボク ";"まき ";"ま, まい, もく ";"breed, care for, shepherd, feed, pasture";1507;"boku ";"maki "
"物";215;8;"教育漢字 (kyōiku kanji)";"牛(牜,⺧)";"ブツ, モツ ";"もの, もの- ";"null";"thing, object, matter";1508;"butsu, motsu ";"mono, mono- "
"牲";1274;9;"常用漢字 (jōyō kanji)";"牛(牜,⺧)";"セイ ";"null";"null";"animal sacrifice, offering";1509;"sei ";"null"
"特";234;10;"教育漢字 (kyōiku kanji)";"牛(牜,⺧)";"トク ";"null";"null";"special";1510;"toku ";"null"
"犀";2426;12;"人名用漢字 (jinmeiyō kanji)";"尸";"サイ, セイ ";"null";"null";"rhinocerous";1511;"sai, sei ";"null"
"犠";1189;17;"常用漢字 (jōyō kanji)";"牛(牜,⺧)";"ギ, キ ";"いけにえ ";"null";"sacrifice";1512;"gi, ki ";"ikenie "
"犬";1326;4;"教育漢字 (kyōiku kanji)";"犬(犭)";"ケン ";"いぬ, いぬ- ";"null";"dog";1513;"ken ";"inu, inu- "
"犭";9999;3;"表外漢字 (hyōgai kanji)";"犬(犭)";"null";"null";"null";"dog, dog radical (no. 94)";1514;"null";"null"
"犯";874;5;"教育漢字 (kyōiku kanji)";"犬(犭)";"ハン, ボン ";"おか.す ";"null";"crime, sin, offense";1515;"han, bon ";"oka.su "
"状";298;7;"教育漢字 (kyōiku kanji)";"犬(犭)";"ジョウ ";"null";"null";"status quo, conditions, circumstances, form, appearance";1516;"jou ";"null"
"狂";1425;7;"常用漢字 (jōyō kanji)";"犬(犭)";"キョウ ";"くる.う, くる.おしい, くるお.しい ";"null";"lunatic, insane, crazy, confuse";1517;"kyou ";"kuru.u, kuru.oshii, kuruo.shii "
"狄";9999;7;"表外漢字 (hyōgai kanji)";"犬(犭)";"テキ ";"えびす ";"null";"barbarian";1518;"teki ";"ebisu "
"狐";2185;9;"表外漢字 (hyōgai kanji)";"犬(犭)";"コ ";"きつね ";"null";"fox";1519;"ko ";"kitsune "
"狙";745;8;"常用漢字 (jōyō kanji)";"犬(犭)";"ソ, ショ ";"ねら.う, ねら.い ";"null";"aim at, sight, shadow, stalk";1520;"so, sho ";"nera.u, nera.i "
"狛";2196;8;"表外漢字 (hyōgai kanji)";"犬(犭)";"ハク ";"こま ";"null";"archaic part of Korea, lion-dog shrine guards";1521;"haku ";"koma "
"狩";1785;9;"常用漢字 (jōyō kanji)";"犬(犭)";"シュ ";"か.る, か.り, -が.り ";"かり ";"hunt, raid, gather";1522;"shu ";"ka.ru, ka.ri, -ga.ri "
"独";365;9;"教育漢字 (kyōiku kanji)";"犬(犭)";"ドク, トク ";"ひと.り ";"どいつ, どっ ";"single, alone, spontaneously, Germany";1523;"doku, toku ";"hito.ri "
"狭";1346;9;"常用漢字 (jōyō kanji)";"犬(犭)";"キョウ, コウ ";"せま.い, せば.める, せば.まる, さ ";"はざ ";"cramped, narrow, contract, tight";1524;"kyou, kou ";"sema.i, seba.meru, seba.maru, sa "
"狸";2498;10;"表外漢字 (hyōgai kanji)";"犬(犭)";"リ, ライ ";"たぬき ";"null";"tanuki, raccoon";1525;"ri, rai ";"tanuki "
"狼";2129;10;"人名用漢字 (jinmeiyō kanji)";"犬(犭)";"ロウ ";"おおかみ ";"null";"wolf";1526;"rou ";"ookami "
"猛";1301;11;"常用漢字 (jōyō kanji)";"犬(犭)";"モウ ";"null";"たけ, たけし, たける ";"fierce, rave, rush, become furious, wildness, strength";1527;"mou ";"null"
"猟";1851;11;"常用漢字 (jōyō kanji)";"犬(犭)";"リョウ, レフ ";"かり, か.る ";"null";"game-hunting, shooting, game, bag";1528;"ryou, refu ";"kari, ka.ru "
"猪";1684;11;"人名用漢字 (jinmeiyō kanji)";"犬(犭)";"チョ ";"い, いのしし ";"いの ";"boar";1529;"cho ";"i, inoshishi "
"猫";1702;11;"常用漢字 (jōyō kanji)";"犬(犭)";"ビョウ ";"ねこ ";"null";"cat";1530;"byou ";"neko "
"献";637;13;"常用漢字 (jōyō kanji)";"犬(犭)";"ケン, コン ";"たてまつ.る ";"null";"offering, counter for drinks, present, offer";1531;"ken, kon ";"tatematsu.ru "
"猶";1799;12;"常用漢字 (jōyō kanji)";"犬(犭)";"ユウ, ユ ";"なお ";"null";"furthermore, still, yet";1532;"yuu, yu ";"nao "
"猷";2392;13;"表外漢字 (hyōgai kanji)";"犬(犭)";"ユウ, ヨウ ";"はかりごと, はか.る ";"null";"plan, scheme, plot, way";1533;"yuu, you ";"hakarigoto, haka.ru "
"猿";1772;13;"常用漢字 (jōyō kanji)";"犬(犭)";"エン ";"さる ";"さ, さわ, ざる, まし ";"monkey";1534;"en ";"saru "
"獄";1529;14;"常用漢字 (jōyō kanji)";"犬(犭)";"ゴク ";"null";"null";"prison, jail";1535;"goku ";"null"
"獅";1914;13;"人名用漢字 (jinmeiyō kanji)";"犬(犭)";"シ ";"しし ";"null";"lion";1536;"shi ";"shishi "
"獣";1714;16;"常用漢字 (jōyō kanji)";"犬(犭)";"ジュウ ";"けもの, けだもの ";"null";"animal, beast";1537;"juu ";"kemono, kedamono "
"獲";964;16;"常用漢字 (jōyō kanji)";"犬(犭)";"カク ";"え.る ";"null";"seize, get, find, earn, acquire, can, may, able to";1538;"kaku ";"e.ru "
"玄";1409;5;"常用漢字 (jōyō kanji)";"玄";"ゲン ";"くろ, くろ.い ";"けん, はる, はるか ";"mysterious, occultness, black, deep, profound";1539;"gen ";"kuro, kuro.i "
"率";383;11;"教育漢字 (kyōiku kanji)";"玄";"ソツ, リツ, シュツ ";"ひき.いる ";"null";"ratio, rate, proportion, %, coefficient, factor";1540;"sotsu, ritsu, shutsu ";"hiki.iru "
"玉";737;5;"教育漢字 (kyōiku kanji)";"玉(玊,王)";"ギョク ";"たま, たま-, -だま ";"おう, だん ";"jewel, ball";1541;"gyoku ";"tama, tama-, -dama "
"王";684;4;"教育漢字 (kyōiku kanji)";"玉(玊,王)";"オウ, -ノウ ";"null";"おお, おおきみ, わ ";"king, rule, magnate";1542;"ou, -nou ";"null"
"玨";9999;9;"表外漢字 (hyōgai kanji)";"玉(玊,王)";"null";"null";"null";"two pieces of jade joined together";1543;"null";"null"
"玩";2216;8;"常用漢字 (jōyō kanji)";"玉(玊,王)";"ガン ";"もちあそ.ぶ, もてあそ.ぶ ";"null";"play, take pleasure in, trifle with, make sport of";1544;"gan ";"mochiaso.bu, moteaso.bu "
"玲";1931;9;"人名用漢字 (jinmeiyō kanji)";"玉(玊,王)";"レイ ";"null";"たま, あきら, あき, りょう, れ ";"sound of jewels";1545;"rei ";"null"
"珀";9999;9;"人名用漢字 (jinmeiyō kanji)";"玉(玊,王)";"ハク ";"null";"null";"amber";1546;"haku ";"null"
"珂";2227;9;"人名用漢字 (jinmeiyō kanji)";"玉(玊,王)";"カ ";"null";"が ";"jewel";1547;"ka ";"null"
"珍";1330;9;"常用漢字 (jōyō kanji)";"玉(玊,王)";"チン ";"めずら.しい, たから ";"じん ";"rare, curious, strange";1548;"chin ";"mezura.shii, takara "
"珠";1711;10;"常用漢字 (jōyō kanji)";"玉(玊,王)";"シュ ";"たま ";"す, とも, ま, み ";"pearl, gem, jewel";1549;"shu ";"tama "
"班";1592;10;"教育漢字 (kyōiku kanji)";"玉(玊,王)";"ハン ";"null";"null";"squad, corps, unit, group";1550;"han ";"null"
"現";85;11;"教育漢字 (kyōiku kanji)";"玉(玊,王)";"ゲン ";"あらわ.れる, あらわ.す, うつつ, うつ.つ ";"あきら, きら ";"present, existing, actual";1551;"gen ";"arawa.reru, arawa.su, utsutsu, utsu.tsu "
"球";302;11;"教育漢字 (kyōiku kanji)";"玉(玊,王)";"キュウ ";"たま ";"く ";"ball, sphere";1552;"kyuu ";"tama "
"理";86;11;"教育漢字 (kyōiku kanji)";"玉(玊,王)";"リ ";"ことわり ";"あや, おさむ, さと, さとる, ただ, ただし, とおる, に, のり, ひ, まこと, まさ, まさし, まろ, みち, よし ";"logic, arrangement, reason, justice, truth";1553;"ri ";"kotowari "
"琉";2036;11;"人名用漢字 (jinmeiyō kanji)";"玉(玊,王)";"リュウ, ル ";"null";"null";"precious stone, gem, lapis lazuli";1554;"ryuu, ru ";"null"
"琢";2022;11;"人名用漢字 (jinmeiyō kanji)";"玉(玊,王)";"タク ";"みが.く ";"あや, たか ";"polish";1555;"taku ";"miga.ku "
"琴";1591;12;"常用漢字 (jōyō kanji)";"玉(玊,王)";"キン ";"こと ";"null";"harp, koto";1556;"kin ";"koto "
"琵";1965;12;"人名用漢字 (jinmeiyō kanji)";"比";"ビ, ヒ ";"null";"null";"glissando on strings, lute";1557;"bi, hi ";"null"
"琶";1966;12;"人名用漢字 (jinmeiyō kanji)";"玉(玊,王)";"ハ, ベ, ワ ";"null";"null";"lute";1558;"ha, be, wa ";"null"
"瑛";2393;12;"人名用漢字 (jinmeiyō kanji)";"玉(玊,王)";"エイ ";"null";"よう, あき, あきら, てる, え ";"sparkle of jewelry, crystal";1559;"ei ";"null"
"瑞";1873;13;"人名用漢字 (jinmeiyō kanji)";"玉(玊,王)";"ズイ, スイ ";"みず-, しるし ";"たま, ず, みつ ";"congratulations";1560;"zui, sui ";"mizu-, shirushi "
"瑠";2352;14;"常用漢字 (jōyō kanji)";"玉(玊,王)";"ル, リュウ ";"null";"るり ";"lapis lazuli";1561;"ru, ryuu ";"null"
"環";409;17;"常用漢字 (jōyō kanji)";"玉(玊,王)";"カン ";"わ ";"たま, たまき ";"ring, circle, link, wheel";1562;"kan ";"wa "
"瓜";2459;6;"人名用漢字 (jinmeiyō kanji)";"瓜";"カ, ケ ";"うり ";"う ";"melon";1563;"ka, ke ";"uri "
"瓦";1850;5;"常用漢字 (jōyō kanji)";"瓦";"ガ ";"かわら, ぐらむ ";"null";"tile, gram";1564;"ga ";"kawara, guramu "
"瓶";1528;11;"常用漢字 (jōyō kanji)";"瓦";"ビン ";"かめ ";"へい, べ, ぺ ";"bottle, vial, jar, jug, vat, urn";1565;"bin ";"kame "
"甕";2448;18;"表外漢字 (hyōgai kanji)";"瓦";"オウ ";"かめ, みか ";"もたい ";"jar, jug, vat";1566;"ou ";"kame, mika "
"甘";1248;5;"常用漢字 (jōyō kanji)";"甘";"カン ";"あま.い, あま.える, あま.やかす, うま.い ";"かも ";"sweet, coax, pamper, be content, sugary";1567;"kan ";"ama.i, ama.eru, ama.yakasu, uma.i "
"甚";1961;9;"常用漢字 (jōyō kanji)";"甘";"ジン ";"はなは.だ, はなは.だしい ";"じ ";"tremendously, very, great, exceedingly";1568;"jin ";"hanaha.da, hanaha.dashii "
"生";29;5;"教育漢字 (kyōiku kanji)";"生";"セイ, ショウ ";"い.きる, い.かす, い.ける, う.まれる, うま.れる, う.まれ, うまれ, う.む, お.う, は.える, は.やす, き, なま, なま-, な.る, な.す, む.す, -う ";"あさ, いき, いく, いけ, うぶ, うまい, え, おい, ぎゅう, くるみ, ごせ, さ, じょう, すぎ, そ, そう, ちる, なば, にう, にゅう, ふ, み, もう, よい, りゅう ";"life, genuine, birth";1569;"sei, shou ";"i.kiru, i.kasu, i.keru, u.mareru, uma.reru, u.mare, umare, u.mu, o.u, ha.eru, ha.yasu, ki, nama, nama-, na.ru, na.su, mu.su, -u "
"産";161;11;"教育漢字 (kyōiku kanji)";"生";"サン ";"う.む, う.まれる, うぶ-, む.す ";"もと ";"products, bear, give birth, yield, childbirth, native, property";1570;"san ";"u.mu, u.mareru, ubu-, mu.su "
"甦";2429;12;"表外漢字 (hyōgai kanji)";"生";"ソ, コウ ";"よみがえ.る ";"null";"be resuscitated, revived";1571;"so, kou ";"yomigae.ru "
"用";107;5;"教育漢字 (kyōiku kanji)";"用";"ヨウ ";"もち.いる ";"たから ";"utilize, business, service, use, employ";1572;"you ";"mochi.iru "
"甫";2270;7;"人名用漢字 (jinmeiyō kanji)";"用";"ホ, フ ";"はじ.めて ";"はじめ, とし, なみ, すけ, よし ";"for the first time, not until";1573;"ho, fu ";"haji.mete "
"甬";9999;7;"表外漢字 (hyōgai kanji)";"用";"ヨウ ";"null";"null";"road with walls on both sides";1574;"you ";"null"
"田";90;5;"教育漢字 (kyōiku kanji)";"田";"デン ";"た ";"いなか, おか, たん, で, とう, や ";"rice field, rice paddy";1575;"den ";"ta "
"由";325;5;"教育漢字 (kyōiku kanji)";"田";"ユ, ユウ, ユイ ";"よし, よ.る ";"null";"wherefore, a reason";1576;"yu, yuu, yui ";"yoshi, yo.ru "
"甲";1073;5;"常用漢字 (jōyō kanji)";"田";"コウ, カン ";"きのえ ";"かぶと, き, まさ, まさる ";"armor, high (voice), A grade, first class, former, instep, carapace";1577;"kou, kan ";"kinoe "
"申";492;5;"教育漢字 (kyōiku kanji)";"田";"シン ";"もう.す, もう.し-, さる ";"null";"have the honor to, sign of the monkey, 3-5PM, ninth sign of Chinese zodiac";1578;"shin ";"mou.su, mou.shi-, saru "
"男";240;7;"教育漢字 (kyōiku kanji)";"田";"ダン, ナン ";"おとこ, お ";"み ";"male";1579;"dan, nan ";"otoko, o "
"町";292;7;"教育漢字 (kyōiku kanji)";"田";"チョウ ";"まち ";"null";"town, village, block, street";1580;"chou ";"machi "
"画";199;8;"教育漢字 (kyōiku kanji)";"田";"ガ, カク, エ, カイ ";"えが.く, かく.する, かぎ.る, はかりごと, はか.る ";"null";"brush-stroke, picture";1581;"ga, kaku, e, kai ";"ega.ku, kaku.suru, kagi.ru, hakarigoto, haka.ru "
"畀";9999;8;"表外漢字 (hyōgai kanji)";"田";"ヒ ";"あたえるもの ";"null";"to give";1582;"hi ";"ataerumono "
"畄";9999;8;"表外漢字 (hyōgai kanji)";"田";"リュウ, ル ";"と.める, と.まる, とど.める, とど.まる, るうぶる ";"null";"fasten, halt, stop";1583;"ryuu, ru ";"to.meru, to.maru, todo.meru, todo.maru, ruuburu "
"界";158;9;"教育漢字 (kyōiku kanji)";"田";"カイ ";"null";"null";"world, boundary";1584;"kai ";"null"
"畏";2389;9;"常用漢字 (jōyō kanji)";"田";"イ ";"おそ.れる, かしこま.る, かしこ, かしこ.し ";"null";"fear, majestic, graciously, be apprehensive";1585;"i ";"oso.reru, kashikoma.ru, kashiko, kashiko.shi "
"畐";9999;9;"表外漢字 (hyōgai kanji)";"田";"フク, ヒョク, ヒキ ";"null";"null";"to fill, roll of cloth";1586;"fuku, hyoku, hiki ";"null"
"畔";2049;10;"常用漢字 (jōyō kanji)";"田";"ハン ";"あぜ, くろ, ほとり ";"ぐろ ";"paddy ridge, levee";1587;"han ";"aze, kuro, hotori "
"留";731;10;"教育漢字 (kyōiku kanji)";"田";"リュウ, ル ";"と.める, と.まる, とど.める, とど.まる, るうぶる ";"とめ ";"detain, fasten, halt, stop";1588;"ryuu, ru ";"to.meru, to.maru, todo.meru, todo.maru, ruuburu "
"畜";1824;10;"常用漢字 (jōyō kanji)";"田";"チク ";"null";"null";"livestock, domestic fowl and animals";1589;"chiku ";"null"
"畝";2327;10;"常用漢字 (jōyō kanji)";"田";"ボウ, ホ, モ, ム ";"せ, うね ";"null";"furrow, thirty tsubo, ridge, rib";1590;"bou, ho, mo, mu ";"se, une "
"畠";1860;10;"人名用漢字 (jinmeiyō kanji)";"田";"null";"はたけ, はた ";"はな ";"field, farm, garden, (kokuji)";1591;"null";"hatake, hata "
"略";774;11;"教育漢字 (kyōiku kanji)";"田";"リャク ";"ほぼ, はぶ.く, おか.す, おさ.める, はかりごと, はか.る ";"null";"abbreviation, omission, outline, shorten, capture, plunder";1592;"ryaku ";"hobo, habu.ku, oka.su, osa.meru, hakarigoto, haka.ru "
"番";348;12;"教育漢字 (kyōiku kanji)";"田";"バン ";"つが.い ";"は, ま ";"turn, number in a series";1593;"ban ";"tsuga.i "
"異";631;11;"教育漢字 (kyōiku kanji)";"田";"イ ";"こと, こと.なる, け ";"null";"uncommon, different, queerness, strangeness, wonderful, curious, unusual";1594;"i ";"koto, koto.naru, ke "
"畳";1665;12;"常用漢字 (jōyō kanji)";"田";"ジョウ, チョウ ";"たた.む, たたみ, かさ.なる ";"null";"tatami mat, counter for tatami mats, fold, shut up, do away with";1595;"jou, chou ";"tata.mu, tatami, kasa.naru "
"畺";9999;13;"表外漢字 (hyōgai kanji)";"田";"キョウ, コウ ";"さかい ";"null";"boundary, border";1596;"kyou, kou ";"sakai "
"畿";1683;15;"常用漢字 (jōyō kanji)";"幺";"キ ";"みやこ ";"null";"capital, suburbs of capital";1597;"ki ";"miyako "
"疋";9999;5;"人名用漢字 (jinmeiyō kanji)";"疋(⺪)";"ヒキ, ショ, ソ, ヒツ ";"あし ";"null";"head, counter for animals";1598;"hiki, sho, so, hitsu ";"ashi "
"疎";1572;12;"常用漢字 (jōyō kanji)";"疋(⺪)";"ソ, ショ ";"うと.い, うと.む, まば.ら ";"null";"alienate, rough, neglect, shun, sparse, penetrate";1599;"so, sho ";"uto.i, uto.mu, maba.ra "
"疑";283;14;"教育漢字 (kyōiku kanji)";"匕";"ギ ";"うたが.う ";"null";"doubt, distrust, be suspicious, question";1600;"gi ";"utaga.u "
"疒";9999;5;"表外漢字 (hyōgai kanji)";"疒";"ダク, ニャク, ソウ, ジョウ, シツ ";"や.む ";"null";"trailing sickness, sick radical (no. 104)";1601;"daku, nyaku, sou, jou, shitsu ";"ya.mu "
"疫";1661;9;"常用漢字 (jōyō kanji)";"疒";"エキ, ヤク ";"null";"null";"epidemic";1602;"eki, yaku ";"null"
"疲";1263;10;"常用漢字 (jōyō kanji)";"疒";"ヒ ";"つか.れる, -づか.れ, つか.らす ";"null";"exhausted, tire, weary";1603;"hi ";"tsuka.reru, -zuka.re, tsuka.rasu "
"疾";1577;10;"常用漢字 (jōyō kanji)";"疒";"シツ ";"はや.い ";"null";"rapidly";1604;"shitsu ";"haya.i "
"病";384;10;"教育漢字 (kyōiku kanji)";"疒";"ビョウ, ヘイ ";"や.む, -や.み, やまい ";"null";"ill, sick";1605;"byou, hei ";"ya.mu, -ya.mi, yamai "
"症";1111;10;"常用漢字 (jōyō kanji)";"疒";"ショウ ";"null";"null";"symptoms, illness";1606;"shou ";"null"
"痕";1958;11;"常用漢字 (jōyō kanji)";"疒";"コン ";"あと ";"null";"mark, foot print";1607;"kon ";"ato "
"痛";903;12;"教育漢字 (kyōiku kanji)";"疒";"ツウ ";"いた.い, いた.む, いた.ましい, いた.める ";"null";"pain, hurt, damage, bruise";1608;"tsuu ";"ita.i, ita.mu, ita.mashii, ita.meru "
"痢";2037;12;"常用漢字 (jōyō kanji)";"疒";"リ ";"null";"null";"diarrhea";1609;"ri ";"null"
"痴";1663;13;"常用漢字 (jōyō kanji)";"疒";"チ ";"し.れる, おろか ";"null";"stupid, foolish";1610;"chi ";"shi.reru, oroka "
"瘤";2373;15;"表外漢字 (hyōgai kanji)";"疒";"リュウ, ル ";"こぶ ";"null";"lump, swelling";1611;"ryuu, ru ";"kobu "
"療";600;17;"常用漢字 (jōyō kanji)";"疒";"リョウ ";"null";"null";"heal, cure";1612;"ryou ";"null"
"癌";2233;17;"表外漢字 (hyōgai kanji)";"疒";"ガン ";"null";"null";"cancer, cancerous evil";1613;"gan ";"null"
"癒";1667;18;"常用漢字 (jōyō kanji)";"疒";"ユ ";"い.える, いや.す, い.やす ";"null";"healing, cure, quench (thirst), wreak";1614;"yu ";"i.eru, iya.su, i.yasu "
"癖";1973;18;"常用漢字 (jōyō kanji)";"疒";"ヘキ ";"くせ, くせ.に ";"null";"mannerism, habit, vice, trait, fault, kink";1615;"heki ";"kuse, kuse.ni "
"癶";9999;5;"表外漢字 (hyōgai kanji)";"癶";"ハツ ";"null";"null";"dotted tent radical (no. 105)";1616;"hatsu ";"null"
"癸";9999;9;"表外漢字 (hyōgai kanji)";"癶";"キ ";"みずのと ";"null";"10th calendar sign";1617;"ki ";"mizunoto "
"発";32;9;"教育漢字 (kyōiku kanji)";"癶";"ハツ, ホツ ";"た.つ, あば.く, おこ.る, つか.わす, はな.つ ";"ば, わ ";"departure, discharge, publish, emit, start from, disclose, counter for gunshots";1618;"hatsu, hotsu ";"ta.tsu, aba.ku, oko.ru, tsuka.wasu, hana.tsu "
"登";566;12;"教育漢字 (kyōiku kanji)";"癶";"トウ, ト, ドウ, ショウ, チョウ ";"のぼ.る, あ.がる ";"たか, のぼし, のぼり, のり ";"ascend, climb up";1619;"tou, to, dou, shou, chou ";"nobo.ru, a.garu "
"白";483;5;"教育漢字 (kyōiku kanji)";"白";"ハク, ビャク ";"しろ, しら-, しろ.い ";"あき, か, はっ ";"white";1620;"haku, byaku ";"shiro, shira-, shiro.i "
"百";163;6;"教育漢字 (kyōiku kanji)";"白";"ヒャク, ビャク ";"もも ";"お, ど, どう, なり, ひゃっ, ひゅく, も, もんど, ゆ ";"hundred";1621;"hyaku, byaku ";"momo "
"皆";1267;9;"常用漢字 (jōyō kanji)";"白";"カイ ";"みな, みんな ";"むな ";"all, everything";1622;"kai ";"mina, minna "
"皇";721;9;"教育漢字 (kyōiku kanji)";"白";"コウ, オウ ";"null";"おうじ, おお, み ";"emperor";1623;"kou, ou ";"null"
"皐";2240;11;"人名用漢字 (jinmeiyō kanji)";"白";"コウ ";"さつき ";"たかし ";"swamp, shore";1624;"kou ";"satsuki "
"皓";2428;12;"人名用漢字 (jinmeiyō kanji)";"白";"コウ ";"しろ.い, ひか.る ";"あきら, てる, あき, ひろ, ひろし ";"white, clear";1625;"kou ";"shiro.i, hika.ru "
"皮";1092;5;"教育漢字 (kyōiku kanji)";"皮";"ヒ ";"かわ ";"null";"pelt, skin, hide, leather, skin radical (no. 107)";1626;"hi ";"kawa "
"皿";1812;5;"教育漢字 (kyōiku kanji)";"皿";"ベイ ";"さら ";"null";"dish, a helping, plate";1627;"bei ";"sara "
"盆";1654;9;"常用漢字 (jōyō kanji)";"皿";"ボン ";"null";"null";"basin, lantern festival, tray";1628;"bon ";"null"
"益";674;10;"教育漢字 (kyōiku kanji)";"皿";"エキ, ヤク ";"ま.す ";"まし, ます ";"benefit, gain, profit, advantage";1629;"eki, yaku ";"ma.su "
"盍";9999;10;"表外漢字 (hyōgai kanji)";"皿";"コウ ";"おお.う, なんぞ ";"null";"come together, congregate, meet, cover";1630;"kou ";"oo.u, nanzo "
"盗";1051;11;"常用漢字 (jōyō kanji)";"皿";"トウ ";"ぬす.む, ぬす.み ";"null";"steal, rob, pilfer";1631;"tou ";"nusu.mu, nusu.mi "
"盛";712;11;"教育漢字 (kyōiku kanji)";"皿";"セイ, ジョウ ";"も.る, さか.る, さか.ん ";"もり ";"boom, prosper, copulate";1632;"sei, jou ";"mo.ru, saka.ru, saka.n "
"盟";587;13;"教育漢字 (kyōiku kanji)";"皿";"メイ ";"null";"null";"alliance, oath";1633;"mei ";"null"
"監";408;15;"常用漢字 (jōyō kanji)";"皿";"カン ";"null";"けん ";"oversee, official, govt office, rule, administer";1634;"kan ";"null"
"盤";881;15;"常用漢字 (jōyō kanji)";"皿";"バン ";"null";"ち, わ ";"tray, shallow bowl, platter, tub, board, phonograph record";1635;"ban ";"null"
"盧";1483;16;"表外漢字 (hyōgai kanji)";"皿";"ロ ";"null";"null";"hut";1636;"ro ";"null"
